default,student,balance,income
No,No,988.667817971,28486.3397522
No,No,1311.08880318,32797.9899157
No,No,0.0,40056.6926571
No,No,289.329908276,45559.1763927
No,No,22.5371752322,59536.2756235
No,Yes,287.607413256,24440.2251954
No,No,25.8283712127,22720.0945426
No,Yes,725.793368053,23202.9639603
No,Yes,1137.02831791,25117.7629744
No,No,1335.11555217,30115.1549637
No,No,1193.67697332,34360.9095003
No,Yes,0.0,18162.7704916
No,No,1047.72339012,45181.7485951
No,No,0.0,48271.8704439
No,No,327.322508076,29816.3803207
No,No,771.682916735,38854.2424836
No,Yes,873.678652392,17655.7100334
No,No,974.907789284,36763.145969
No,No,309.823995176,28139.6258486
No,No,286.852326895,18402.1647545
No,No,509.852253654,49345.4256379
No,Yes,840.338690094,21097.3703069
No,No,223.686918062,23513.2953843
No,No,1407.22457089,22806.8482142
No,No,1178.98262547,45545.1684232
No,No,1298.48481522,39143.2919242
No,No,627.353353333,37616.4659438
No,No,907.169775896,27631.5677958
No,No,872.151841559,40524.338745
No,No,620.320355649,52536.7766461
No,No,380.333108013,30890.0736042
No,No,1073.16853284,51668.9608305
No,No,883.233753979,32310.745022
No,Yes,1558.21783126,7364.83007812
Yes,No,2023.73360279,32094.6278058
No,Yes,803.961104763,13172.8705079
No,No,1060.20470688,27870.155389
No,No,869.854539573,33589.1395471
No,Yes,1306.48303094,13984.785263
No,No,1597.89874127,36524.7162418
No,No,1351.9624652,43630.0369164
No,No,0.0,29475.3813766
No,No,442.590924942,38947.3543696
No,Yes,963.2011987,15938.0660973
No,No,1063.79708721,41157.3571458
No,No,214.411562736,42758.8128207
No,No,1258.5763988,33571.144518
No,No,506.627150894,49068.8708652
No,No,38.4077852192,38702.1016771
No,No,1237.54740049,37387.154154
No,No,0.0,47437.5122369
No,No,555.665290924,46584.7305012
No,No,747.937523948,44030.4614913
No,Yes,1000.62176786,17223.6379652
No,No,773.672947532,40427.7419253
No,No,744.766199665,35067.6437229
No,No,953.123364165,51257.1438956
No,No,998.375769501,37816.8439041
No,Yes,1098.95568535,21025.9274564
No,No,521.687353906,48700.1530799
No,No,82.7303897501,27627.2240813
No,No,219.115003152,31490.5334213
No,No,276.3798286,38721.8679676
No,Yes,1180.36381739,24063.3127448
No,No,620.918596651,39099.3076255
No,No,414.857562442,38030.8246165
No,No,1389.89055625,48689.7303942
No,Yes,703.011900414,21411.9300666
No,No,493.549422828,52241.9221585
No,Yes,1351.41154301,14003.4757244
No,Yes,461.782764769,17609.830519
No,No,143.102261881,44846.9010094
No,No,1280.00323371,30274.3355979
No,Yes,1764.68272962,17995.7286128
Yes,No,1648.47401681,55548.254175
No,No,0.0,37409.0029912
No,No,610.597751571,22635.0664742
No,No,355.148585726,55634.3306484
No,Yes,472.51110078,19903.8920507
No,No,786.013911427,52693.9437515
No,No,772.73207409,47161.2767003
No,No,751.297218621,25013.6140745
No,No,1433.71078042,42798.5655128
No,No,1037.00859869,36622.79223
No,Yes,1827.13494992,19616.0097315
No,No,764.505938856,37869.2142886
No,No,589.542016743,28237.8206769
No,No,754.127489895,41341.8026042
No,No,911.926441505,41249.2817354
No,No,311.918278952,39694.4837314
No,Yes,933.287231177,20694.5877844
Yes,No,1374.47471173,35805.7088609
No,Yes,322.311954338,10056.1105453
No,Yes,703.83876552,19318.0593335
No,Yes,534.692906824,18729.5662404
No,No,0.0,26626.4858812
No,No,770.519898519,44509.575388
No,No,1015.72588137,31820.9412717
No,No,421.146499621,61655.3480462
No,No,1125.09140232,33564.0755501
No,No,857.380821964,28755.1807565
No,No,363.941462516,46155.53922
No,No,1157.77970146,32219.8317282
No,No,993.302551039,28501.8560064
No,Yes,403.459427434,15333.8762884
Yes,Yes,2134.93448768,20330.8648725
No,Yes,1234.94271601,26919.115956
No,Yes,805.104251683,22174.0288925
No,No,0.0,41933.0957702
No,Yes,157.514042502,24506.1868262
No,No,257.897657223,39477.0318566
No,No,1056.91506316,53080.5863449
No,No,0.0,48290.8540329
No,Yes,1730.2910813,19446.6757216
No,No,694.500710656,14150.9143775
No,No,1546.76052585,32928.6361256
No,No,428.665305287,45570.7909479
No,Yes,1764.53230879,18148.5240778
No,Yes,1181.97969702,17223.3672279
No,No,943.132389752,30178.7340616
No,No,0.0,41234.8917499
No,No,1087.1937669,54961.2884809
No,No,14.8209530535,32320.2655222
No,No,0.0,47207.0507207
No,No,836.010590425,40178.9346994
No,No,1494.5211352,42280.4078514
No,Yes,1318.52895693,15821.1523474
No,No,431.127915132,37772.8047135
No,No,1335.47357265,45847.3821107
No,No,1141.44217586,27914.4022528
No,No,795.119291607,38710.3813279
No,No,1005.44408849,40615.3421958
No,No,481.240163598,49010.7555057
No,No,427.340142965,27260.7354646
No,Yes,1157.59392523,17996.9033277
No,No,890.213022886,43643.5823953
No,Yes,1321.32915896,20302.2194676
No,No,1167.94362183,57256.0074064
No,Yes,1197.17095277,10834.11138
No,Yes,922.885355541,22988.8426518
No,No,834.711894554,28553.4718814
No,Yes,1264.58694065,14649.1550227
No,No,1603.66522271,25802.3034676
No,No,838.276067699,55082.3175266
No,Yes,850.677279125,21251.6395054
No,Yes,1508.30771296,17645.3050238
No,No,1272.48057874,34570.5706625
No,No,981.839796266,23636.9763421
No,No,487.695020919,46480.0359695
No,No,1046.41667285,47598.3073686
No,No,1533.91725712,42888.641051
No,No,709.953565164,37302.6221317
No,Yes,1610.01585761,19649.4844285
No,Yes,645.688530453,14211.1471367
No,No,377.713995837,46729.3329914
No,No,994.990169964,39315.955891
No,No,1240.66574426,57303.7919348
No,No,736.590612373,37031.4847695
No,No,1201.23061835,46478.1513184
No,Yes,647.367388243,16897.7896583
No,No,1161.23993389,52064.4713529
No,Yes,1521.9127378,21370.7938939
No,No,805.520628314,43383.7065438
No,No,1155.39954792,34539.5643784
No,No,613.111142058,38632.1306364
No,No,623.957676296,46188.294958
No,No,1000.90104001,46469.1025161
No,Yes,807.748827445,18760.345197
No,No,1156.04020757,38295.5712385
No,No,637.283463985,32885.701993
No,Yes,1241.69098684,20105.0679995
No,No,741.193062241,31104.0044472
No,No,1169.83411318,39386.3700254
No,No,0.0,35821.7865292
No,No,1088.30319968,33673.3606829
No,Yes,0.0,22187.9662134
No,No,608.948580102,26463.3747616
No,Yes,431.302789226,15606.2458413
No,No,512.653437908,39631.6952299
No,Yes,1241.61641989,12058.5976189
No,No,0.0,53058.2552072
No,No,561.433746425,37884.961104
No,No,245.244283859,35132.2211702
No,No,1081.06366331,34138.3237431
No,No,492.326454777,42317.2424218
No,No,1349.57175042,50645.2905655
No,Yes,1150.43167977,11666.9897505
No,No,357.865880854,42499.0322877
No,No,331.105276485,45104.8151964
No,Yes,1457.67336934,20042.8639701
No,Yes,852.313952499,15956.6488437
No,No,1378.94051426,43998.1414026
No,Yes,1005.5215078,22128.0802016
No,No,1420.99345353,34126.4216879
No,No,570.295541157,30615.3305485
No,Yes,1228.99037285,17304.6435043
No,Yes,1142.93525656,20942.0033383
No,No,759.345814829,32066.7067253
No,No,846.683511685,41651.2155769
Yes,No,2133.46420858,28237.8823408
No,No,354.574368417,30954.4766758
No,No,0.0,46450.9660415
No,No,1051.40173289,30072.7493074
No,No,0.0,41371.6611918
No,No,887.46813706,30563.7702579
No,No,688.109344547,20098.5934559
No,No,1257.34063004,40810.1727663
No,No,1175.81763467,41447.5848149
No,No,0.0,34838.4392651
No,No,608.551738817,22555.5085942
No,No,0.0,32608.4888385
Yes,Yes,2110.55685791,19345.1047348
No,No,696.900167307,38713.3170563
No,No,559.468583346,61187.8105697
No,No,715.392921773,49473.3763756
No,Yes,2026.86363126,20469.9294871
No,Yes,1187.35889119,24267.3964799
No,No,785.790670116,42887.5927249
No,No,845.920369752,42799.4395264
No,Yes,1032.67081461,13901.1189668
No,No,861.272739167,38111.0328679
No,No,1601.87794976,27885.1635506
No,No,955.927022071,10836.7235171
No,Yes,877.879803532,18217.6136512
No,No,1043.7582645,31523.6868953
No,Yes,1080.07152652,11239.531163
No,No,589.217895378,47722.1701143
No,Yes,769.531243655,23048.5406116
No,No,951.047531897,33326.5871977
No,No,1189.15893364,36223.8705642
No,No,1709.34428538,35290.5231107
No,Yes,1402.55392633,16607.5642547
No,No,250.879583544,51662.2278224
No,No,681.417622703,26426.2292056
No,No,1333.2486593,39196.6630062
No,No,858.761125391,29150.3440134
No,Yes,992.776244854,14204.6721465
No,No,265.302283874,32276.4629374
No,No,754.477577636,31592.1998928
No,Yes,584.081228595,24440.0203504
No,No,1175.23337748,47684.4611258
No,No,1388.66414913,31021.5500811
No,No,410.099265014,37328.4550202
No,No,59.1324986388,34162.2352561
No,Yes,1939.71236046,13836.986066
No,No,886.149057557,24466.1253855
No,No,770.999401867,40990.621498
No,Yes,306.410927063,13594.1882331
No,No,1022.10163766,37095.2159409
No,No,847.984035293,24950.5339243
No,No,1596.22780752,42993.5765263
No,Yes,1635.22294194,8531.03808543
No,No,0.0,45217.850657
No,No,1306.79691602,48799.5119069
No,No,932.952369124,35858.1891508
No,Yes,1052.87514171,13486.1469402
No,Yes,1304.63434628,13496.8798715
No,Yes,2052.13346328,13130.6536037
No,No,1216.72561587,52377.8489
No,No,526.470864997,44241.5656154
No,No,153.447936135,36813.1987057
No,No,905.64150572,47271.3491217
No,No,1068.87395709,41690.0486708
No,No,0.0,30049.1002618
No,Yes,992.440019012,14207.2683435
No,No,964.602563113,36676.5716524
No,No,493.635426429,43524.2497781
No,No,835.656435511,44234.170386
No,No,480.093086855,57068.1304586
No,No,637.601870029,52347.7620235
No,Yes,2134.0156268,17897.6466129
No,No,1475.20722935,42243.1774847
No,No,887.343288415,55751.7208997
No,No,1376.30991124,43234.1399247
No,No,1304.7008791,45162.6510434
No,No,225.506104019,54534.7097197
No,No,1261.26821857,39984.5295894
No,Yes,30.5836717155,16246.5730543
No,Yes,437.035235756,16261.2075731
No,No,922.637402708,52205.5068741
No,No,412.746814904,44650.0784287
No,No,693.101344942,54492.747958
No,Yes,915.462648164,27283.3198294
No,Yes,1322.49281185,22930.4450001
No,No,1610.08698767,40498.9981075
No,No,1113.13425678,27110.6030087
No,No,0.0,47803.2583706
No,No,1163.14638522,44424.8259636
No,No,924.295347532,26397.5972915
Yes,Yes,1983.23447462,25687.9297474
No,No,725.700586801,49337.4023462
No,Yes,1030.4961553,16662.731567
No,Yes,1038.97701998,13739.7192829
No,Yes,292.857410809,15220.9358723
No,Yes,495.113911292,14881.8406176
No,No,659.040410782,47942.2498219
No,No,291.968139689,48511.6030794
No,No,471.356517447,45573.3081142
No,No,855.822381005,56219.8088366
No,No,918.681779426,48160.5242872
No,No,1251.32255013,37881.820958
Yes,No,1066.88408412,44918.4123168
No,Yes,1427.12403694,12553.8867313
No,Yes,1263.88005849,12418.8076474
No,Yes,1128.14149291,10159.241881
No,No,694.398583061,36570.425441
No,Yes,805.398004854,17902.5791934
No,No,519.517295549,39704.6929625
No,Yes,1051.29716078,16299.6117503
No,No,421.896902215,37323.7594127
No,Yes,622.413720315,13072.0279622
No,Yes,1005.26424821,21394.1240086
No,Yes,537.492542862,9421.71485786
No,Yes,189.998714191,24716.9561293
No,No,309.862823259,56100.054414
No,No,969.445759217,33411.8010857
No,Yes,775.589232605,17030.5788536
No,No,1296.47473703,48682.373505
No,No,1037.15551646,38490.3848881
No,No,978.652180275,25742.1197306
No,No,965.046132081,47987.3197478
No,Yes,816.042798135,17894.7937734
No,Yes,716.185750859,7997.62294362
No,No,1130.6088811,43936.6464095
No,No,383.704901105,41311.2439524
No,No,1008.15452174,20326.5921826
No,No,652.817454281,41161.8573542
No,Yes,1232.79473657,16279.1854012
No,No,803.224401044,52869.807808
No,Yes,1443.43169553,22693.6577547
No,Yes,1288.44855996,21216.9625737
No,No,0.0,43193.2321491
No,Yes,1053.33264063,10212.502358
No,Yes,744.787902384,22343.0973893
No,No,412.687613169,33923.4580435
No,No,943.402037124,35281.728487
No,No,1192.97402834,39504.4760236
No,Yes,1071.51158265,11082.0628992
No,No,1493.27046659,41005.2174764
No,Yes,1132.83772067,15703.0252007
No,Yes,597.484040634,14796.7496702
No,Yes,792.975486057,17346.1709245
No,No,1376.07540072,22317.5655921
No,No,1060.01692112,39757.4381662
No,No,532.32673806,30851.2777692
No,No,0.0,28711.7571298
No,Yes,894.125809154,24670.118896
No,No,906.436388161,37309.6818074
No,No,0.0,28727.1201629
No,No,506.425913945,35333.1822214
No,Yes,943.501721089,14123.7035659
No,Yes,0.0,14874.8002115
No,No,442.489564868,54996.84275
No,Yes,380.963307708,20117.8300345
No,No,961.999353016,37073.1923812
Yes,No,1789.0933911,48331.1268575
No,No,76.4760889556,27283.691744
No,No,1067.13902562,53995.730495
No,No,0.0,39592.4369318
No,No,253.131982154,40973.6465438
No,No,1056.92834753,55409.4595968
No,No,179.700070511,37727.5351161
No,Yes,990.935762652,18197.228729
No,No,693.753718271,36723.4487731
No,No,965.2768178,37705.2432206
No,No,300.876206228,51423.6946426
No,No,1265.04493207,47297.7227041
No,No,558.670513821,40335.6109906
No,No,1183.98331144,53599.7455269
No,Yes,1165.84020911,20495.1586007
No,Yes,1542.19122653,17265.9186145
No,Yes,587.767759147,22669.4243299
No,No,0.0,31005.035758
No,No,389.976694553,27329.9793138
No,No,647.075900997,55522.6239252
No,No,70.9831629935,40012.5329121
No,Yes,115.545355511,12670.0276198
No,No,90.9334471935,42451.7355762
No,No,1230.42425585,51716.7399008
No,No,201.558399426,27924.8465631
No,Yes,1562.84615505,10353.9039108
No,Yes,622.895209146,11019.8775589
No,Yes,1142.12695525,9184.73276157
No,Yes,1796.26763981,21126.1772071
No,No,947.423970124,38505.7838671
No,No,419.440579482,34332.6613137
No,No,1660.82770182,53754.2007216
No,No,391.240461741,24972.2459136
No,No,613.43093647,34745.0074718
No,Yes,1024.10880695,18667.9256526
No,Yes,0.0,25976.0651147
No,No,1252.95833769,33876.1890303
No,No,708.837481761,55675.7598636
No,No,266.647086073,16515.3084267
No,Yes,1339.36361405,19496.165215
No,No,781.595335858,49457.105297
No,Yes,1021.37011087,19032.5090112
No,No,948.494278459,40739.8599306
No,Yes,1312.93377963,20208.5446086
No,No,0.0,50861.7888484
No,No,0.0,24566.4833655
No,No,0.0,30922.6042127
No,Yes,859.336963699,13993.6545372
No,No,646.157667992,45696.831612
Yes,Yes,1707.91463425,10591.7174194
No,No,133.673454962,28492.4003038
No,Yes,80.595675817,16145.6376951
No,Yes,631.600847713,17845.074155
No,No,1236.61791406,40668.7253963
No,No,742.583373338,40085.4399499
No,Yes,97.0314627756,12731.7575533
No,No,1054.22211036,50900.2425566
No,No,959.600287014,29850.21207
No,No,1258.85227738,33683.1817332
No,No,443.246466812,36547.1610411
No,No,1605.10241528,26126.3294383
No,No,0.0,25964.8443398
No,No,832.645975119,25106.374782
No,Yes,443.537028835,19632.1754217
No,No,817.431769305,40088.0505149
No,No,881.663799741,43725.9975261
No,No,1154.0942738,48400.2411527
No,Yes,961.575563726,9681.4938926
No,Yes,516.121959538,17538.4616181
No,Yes,1357.41186805,22572.7901256
No,No,1036.03059447,35261.3557801
No,Yes,900.609341668,17802.9272603
No,No,1516.32602497,46393.2645381
No,Yes,1015.20453494,22208.3289189
No,No,232.105743962,40368.9568537
No,Yes,1082.28413298,19451.8162821
No,No,682.439660781,17992.9711782
No,Yes,1218.13887967,18144.9848327
No,No,802.413142185,47444.492802
No,No,143.854898264,38014.8734886
No,No,1087.46579379,32908.5271228
No,Yes,895.753955583,14753.2973335
No,No,660.285496473,58956.5131752
No,Yes,630.973489225,19087.1747801
No,Yes,1648.96602929,15402.4820811
No,Yes,975.955597358,18246.8157222
No,No,297.005378252,22955.082123
No,No,0.0,47328.2329138
No,No,0.0,32629.94485
No,Yes,789.214894855,18231.8302551
Yes,No,1804.0364748,31318.2960262
No,No,1266.11386715,29698.5162714
No,Yes,135.187643442,20414.4121734
No,No,28.8137434583,36941.0634015
No,Yes,0.0,15347.9142879
No,No,750.698996449,49150.3458528
No,No,805.30511688,57386.1287972
No,No,1093.80300484,29573.2382296
No,No,483.965271303,44335.9581121
No,Yes,1534.39488364,19592.1093867
No,No,1349.18729128,48013.6902007
No,No,158.570442748,20575.4650114
No,Yes,172.462019863,25850.3831256
No,No,1280.76286092,53675.5675472
No,Yes,213.173275202,22811.4569781
No,No,0.0,32248.5365682
No,Yes,704.013648569,13903.455731
No,No,708.813976163,38295.2338064
No,No,257.39638313,49477.7856417
No,Yes,1188.74429622,22867.0705857
No,No,0.0,62886.7092281
No,No,1321.70389084,45581.7947809
No,Yes,882.581967514,17749.9720525
No,Yes,1418.13414828,11964.4250856
No,No,1245.42220533,36897.7801091
No,No,339.529268529,58747.3877348
No,Yes,824.547830415,29088.1113478
No,No,241.442690318,30171.6244931
No,No,1510.79325033,47684.2394572
No,No,396.641249971,52174.9542733
No,Yes,1633.69780349,15786.3173191
No,No,650.418341068,47122.0724707
No,Yes,1382.43823059,15680.610493
No,No,613.480294535,24367.8614212
No,No,1424.35121841,37845.9992477
No,Yes,914.108175564,19053.0058907
No,Yes,802.008930409,15469.6526247
No,Yes,539.67490298,18852.2738479
No,No,337.575999887,52192.2747178
No,Yes,813.494837592,16681.3502966
No,No,477.882121951,39834.0308075
No,No,342.191602086,32154.7535517
No,No,840.36578102,45316.8354075
No,Yes,865.56559216,16643.240962
No,No,645.591636552,44402.1062313
No,No,1755.38891023,35031.5320015
No,No,498.749450829,51690.0634672
No,No,587.78108168,30859.6363377
No,Yes,824.616593532,10062.5759326
No,No,0.0,32660.725265
No,Yes,880.803636009,20436.4390295
No,No,917.122134744,48227.8193684
No,Yes,789.717540632,19280.5442609
No,No,763.855624657,52938.0354701
No,Yes,1062.16650954,17383.2585455
No,No,944.332567428,44444.1491765
No,No,877.501422955,25587.7439274
No,No,1344.10340587,41417.3459242
Yes,Yes,1543.09958172,18304.6505705
No,No,380.317450057,38864.5841504
No,Yes,1176.89330253,23634.8157313
No,No,733.199914922,34524.9188646
No,No,348.997028766,48942.0257807
No,Yes,1380.08752574,19245.8326919
No,No,943.165719447,40369.6980309
No,No,1248.88584912,51897.3949084
No,No,713.223492012,51107.860095
No,No,834.235608164,36721.8622065
No,No,0.0,26200.0384005
No,No,1558.88386184,37489.7221145
No,No,1362.18661906,37736.749604
No,No,1581.52150477,45729.8880505
No,No,324.854971443,39752.3541912
No,No,1112.73574005,47527.1255758
No,No,379.598726051,32578.4358262
No,No,1549.09815138,26239.7818674
No,No,1489.41591455,46732.7678075
No,No,548.206363841,41647.7271645
No,No,561.968472974,37637.0050338
No,No,595.486701367,34470.418027
No,No,267.513968799,27364.8654759
No,Yes,1793.30318772,21034.8796514
No,Yes,1773.15354152,10177.866737
No,No,618.860372699,37333.3338339
No,No,205.643808099,37766.4936916
No,No,1011.43154285,36364.753852
No,No,0.0,38130.6456699
No,Yes,1154.43210537,15221.1723899
No,No,292.515980695,43705.3790386
No,Yes,1106.94627729,19233.7738901
Yes,No,1665.95462052,30070.1352632
No,Yes,968.671100958,22212.7410346
No,No,797.249369291,39928.5881786
No,Yes,636.89782272,18620.2389516
No,Yes,1011.33484842,14101.2902997
No,No,791.035222304,47303.6766392
No,No,942.474749547,36965.0455723
No,No,706.974277908,46165.1545335
No,No,767.434812504,55990.8746075
No,No,568.84366826,37074.5408137
No,Yes,1271.56295706,18999.6168066
No,No,938.939141726,44280.7863513
No,No,1012.19419885,34631.7060501
No,No,1355.49323059,18935.5115098
No,No,912.048721942,43486.9570806
No,No,289.598834251,25724.7706368
Yes,Yes,2035.86155655,14435.8431942
No,Yes,1602.1798858,17858.0679077
No,Yes,0.0,20067.8097637
No,Yes,1202.39070518,14036.6208796
No,No,554.70765287,28164.1985523
No,Yes,229.988723491,2541.2008143
No,No,768.979148023,35503.9089588
No,Yes,1211.04014613,16898.1294674
No,No,0.0,35648.3811627
No,No,0.0,27537.7353522
No,Yes,859.936651054,15966.7171269
No,No,0.0,47556.3012519
No,Yes,1471.53839066,14959.661885
No,Yes,582.873867247,17730.551102
No,Yes,463.119339199,25858.2817452
No,No,986.15413026,48940.4900301
No,No,534.746054498,29685.1292286
No,No,1402.69052669,39656.6321984
No,No,967.74800103,46278.0745203
No,No,884.02251778,36889.4282456
No,Yes,455.69993827,19080.8089866
No,No,0.0,66915.5717875
No,No,1141.23821047,37917.6645392
No,No,365.235879828,21358.0000548
No,No,38.3759245804,33579.3562251
No,Yes,731.97061127,13593.140511
No,No,1006.71978598,47784.3184738
No,No,1107.80115591,34561.9495391
No,No,777.530808732,45673.6739068
No,No,1501.42608729,35398.957118
No,Yes,862.06003848,12085.4530819
No,Yes,12.1864202973,19910.9689672
No,No,0.0,30208.0464442
No,No,1820.32548998,31309.9984841
No,No,576.068992875,40179.8300542
No,No,837.752621294,31017.9011358
No,No,399.793884955,34875.3323287
No,Yes,578.755098896,20909.8353696
No,No,1106.54087451,46565.0599536
No,No,390.745611388,38442.2960635
No,Yes,274.194627807,15421.5516574
No,No,1476.877642,42271.3334082
No,No,578.46074237,20306.9360125
No,No,1064.14771331,28192.125883
No,No,1598.30341726,46404.6646948
No,No,863.451829578,33529.8806538
No,No,1157.75985725,32574.5028988
No,Yes,406.386049074,24086.9524874
No,No,309.244487695,44202.7075047
No,No,943.951244268,28353.6300145
No,No,1206.79193716,42916.7013948
No,Yes,1448.06045754,21028.2867502
No,No,1166.59398929,26977.6227487
No,No,800.308671985,61281.3008105
No,No,714.92600008,31032.8697001
No,No,471.25508307,28417.7419908
No,No,662.164445094,30390.0600699
No,No,770.431961924,53398.3147279
No,No,597.32686957,55496.7771129
No,No,140.853022519,48183.2767399
No,No,1035.552944,29423.2320286
No,Yes,784.108781181,11560.5676986
No,Yes,442.027425025,17072.3366388
No,No,888.081431986,54072.6570198
No,No,704.202908307,44775.122007
No,Yes,1016.45061643,15099.5302013
No,No,1036.46072801,42914.9816725
No,Yes,1060.22003414,22795.9429883
No,No,1243.9280599,38075.4382992
No,Yes,1291.97734581,26571.8745602
No,No,69.2524758053,20222.8662389
No,No,196.389285526,29932.6620347
No,Yes,709.027102884,18305.7345223
No,No,1034.14996239,52106.8387038
No,No,868.006030058,50549.533462
No,No,1236.00699324,48800.3568479
No,No,12.9123495546,46282.257733
No,Yes,826.453636514,21342.7030297
No,Yes,703.990009364,20752.1754357
No,Yes,817.1214384,13152.0341264
No,No,1210.01463106,45066.1332443
No,Yes,766.406247422,22296.9836996
No,No,1643.65405151,33980.8258312
No,No,1053.01477816,54009.6319447
No,No,240.077434521,41508.9556965
No,No,62.6529485076,44440.7054834
No,Yes,924.233203922,11194.6688781
No,Yes,944.07103589,26027.6876517
No,No,295.785442761,51837.7523256
Yes,No,2085.58697818,35657.2256699
No,No,474.355263765,58068.6222441
No,No,504.723352582,54297.1136556
No,No,292.384144391,33961.1004508
No,No,593.280467797,40227.1438816
No,No,76.0640883416,50054.762347
No,Yes,1270.09281046,16809.0064518
No,No,877.343686869,40689.4785866
No,Yes,932.560942548,20980.8055046
No,No,279.963388338,30262.1171374
No,No,1155.17500589,40398.3993465
No,No,0.0,45431.7575917
No,Yes,1216.76756166,23378.5728236
No,Yes,0.0,15274.4690275
No,Yes,728.549399239,22891.9293783
No,No,0.0,48365.5775942
No,Yes,643.565267156,21323.049442
No,No,973.082364344,27289.2713225
No,Yes,1177.95742476,14385.1670695
No,No,196.987111415,41314.9936158
No,No,1526.2686686,44845.1362915
No,No,441.396084563,56060.2036102
No,No,1004.64177303,56533.313067
No,No,1258.06953383,36645.1405749
No,No,1563.99341884,37119.6019666
No,No,367.351576265,29905.527856
No,Yes,1222.76804081,18276.4340649
No,Yes,1582.20281305,19682.8724899
No,No,647.130283029,32725.3866529
No,No,0.0,33146.4953386
No,Yes,1585.33302946,15079.4889372
No,Yes,837.972336156,25773.1826487
No,Yes,686.782149406,10543.5563165
No,No,947.842158985,37891.0370436
No,Yes,1205.05500791,18101.6763143
No,No,1254.13105463,37456.2619909
No,No,949.123846295,50528.5338652
No,No,530.246019981,27610.70309
No,No,833.689970256,54558.1401094
No,No,638.465310883,36173.9824454
Yes,Yes,2387.31486743,28296.9147185
No,Yes,839.390890223,21383.2311743
No,No,294.634280951,63285.0251126
No,No,1178.17943769,34720.9361573
No,No,1149.72013584,57890.5159583
No,No,909.764267679,42468.2782209
No,Yes,1391.50802679,18539.5903551
No,Yes,1029.24963218,18018.3583136
No,No,1504.59693991,30773.7428448
No,No,1276.48929999,35122.8536147
No,No,874.915042538,25023.3230927
No,No,1104.68946321,51516.3362894
No,No,0.0,47056.1991877
No,No,698.800443957,37466.0202992
No,No,1055.41086823,33945.1427606
No,Yes,131.284610519,14491.8440665
No,No,795.903785966,44181.6718636
No,No,611.954296807,39291.2037328
No,No,1670.42300807,41409.771149
No,No,1423.14954532,33591.2315394
No,No,770.641939177,29623.4712883
No,No,1315.46960887,29808.3522279
No,No,599.204105038,53218.1108551
No,No,584.356741021,34128.7669919
No,No,27.271878492,51659.8784114
No,No,65.7275950839,32332.1826526
No,No,1338.46111617,23909.5469467
No,Yes,1120.42296847,16151.2528468
No,No,726.029343829,41996.1244144
No,No,1353.58828352,44372.7939185
No,No,531.744210692,38122.1924
No,No,1824.64138514,36762.8088402
No,Yes,894.465468094,14035.4991381
No,Yes,1275.53856458,16445.6247239
No,No,550.624394138,19106.2657897
No,Yes,270.391026234,13158.4422264
No,No,651.998604093,35266.1284411
No,No,718.35110213,50765.8926333
No,No,1008.94653988,31235.7829233
No,Yes,1510.74781182,13390.9200005
No,No,1393.36828331,38371.9774625
No,No,586.588274392,45519.8377117
No,No,793.41392669,45873.179972
No,No,285.910169132,43263.6306402
No,Yes,550.381055834,20322.7686348
No,Yes,716.491995031,16785.3853249
No,No,383.686466865,39946.4849686
No,No,252.33330912,38431.8186914
No,No,1164.10427048,40167.0233129
No,No,1080.18577693,38398.8660985
No,No,906.478544182,47101.9906272
No,No,457.800098566,26567.2410811
No,No,1215.86735927,42762.1218348
No,No,217.361520631,45083.1113674
No,Yes,1076.72770461,12502.6449159
No,Yes,58.0660620767,23639.2336233
No,No,1615.22500095,55219.520011
No,Yes,1119.00178869,22811.3937992
No,No,671.958067158,17621.453849
No,No,634.217926383,38672.7496474
No,Yes,831.818536265,16164.4846069
No,Yes,373.062516538,22018.9821001
No,No,776.454876211,58481.5439128
No,Yes,1031.30393864,12195.3798286
No,No,910.672415835,43795.5817003
No,No,1010.80906498,42163.4535969
No,No,1090.35035031,48280.9463176
No,No,1008.55034293,53801.6156353
No,No,0.0,50127.1804742
No,Yes,1824.36800351,20074.2810968
No,No,730.164418479,44411.6782657
No,No,991.131782569,30941.5485185
No,No,1356.51666466,35030.6350247
No,No,576.635576856,41699.2097915
No,No,1334.55419121,43385.8218097
No,No,1487.6618077,47624.3796003
No,No,778.69349252,48551.9710764
No,No,444.196382314,37599.4201867
No,No,1023.36216018,34632.1026923
No,Yes,153.400095791,17840.3848796
No,No,661.76061638,47169.3568472
No,No,312.614706541,34918.612908
No,No,645.372564533,30102.0355392
No,No,0.0,49010.2733191
No,No,779.614723353,22975.4930226
No,Yes,569.498790806,19755.5211423
No,No,1287.76589517,38507.1193856
No,No,1177.81506956,32294.5456511
No,No,795.368557078,25704.6466426
No,No,877.03919696,24902.7354908
No,No,823.991988281,36701.5301669
No,No,1019.2153584,52089.6446284
No,No,942.737482136,38908.8811192
No,No,6.78786175914,40145.3390915
No,No,0.0,55158.1512404
No,Yes,1420.20420509,22790.7958314
No,Yes,1254.66258257,18189.5207629
No,No,0.0,37796.4034569
No,No,1140.07189937,33605.3779326
No,Yes,747.958511236,19869.3901777
No,No,1598.60255267,48717.2631497
No,No,1226.37071723,21426.3069843
No,No,929.819934851,50611.9859547
No,No,807.405738045,43853.8842527
No,No,345.364941188,56965.7021104
No,No,982.450944889,42907.0261908
